submitted_on,level_measurable,measure_reason,well_depth,depth_unit,depth_over100,endcap_available,measure_method,method_other,measure_datum,casing_length,casing_unit,static_level,level_unit,logger_available,logger_photo,logger_not_available_reason,logger_type,logger_depth,logger_unit,logger_download,download_reason,download_other,barlogger_available,barlogger_photo,barlogger_download,barlogger_reason,barlogger_other,barlogger_match,barlogger_name,traditional_authority,district,dipper_available,dipper_condition,dipper_problem,problem_other,dipper_photo,ppe_available,ppe_photo,community_sensitized,well_purpose,vandalism_reason,vandal_other,vandal_control,control_other,civil_photo,other_issues,site_importance,importance_other,site_accessible,access_problem,potable_access,source_type,improvement_plan
2/10/2022 0:00,Yes,NA,23.4,mbgl,No,Yes,Manual dipper,NA,Top of casing,20,cm,6.28,m,Yes,https://api.mwater.co/v3/images/6ec72a5b36b64bc7b684cbd60702f3b1,NA,Solinst,16.2,m,No,No connection to computer,NA,Yes,https://api.mwater.co/v3/images/7424eb7859f04e149ca25ffda76edde1,No,No connection to computer,NA,NA,NA,NA,NA,Yes,Poor condition,"Light indicator not functional, Other",Wire connections in bad shape,https://api.mwater.co/v3/images/3c45a00e023441cdabb6ff33746fef41; https://api.mwater.co/v3/images/7d39d056bc8b448aa74bf305b228b4f3,No,NA,No,NA,NA,NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee , Handover safeguarding responsibilities to the Water Point Committee , handover safeguarding responsibilities to other existing committees (non-WASH), Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/54e9d4e1510748be8f7a9937090ddf81,"The borehole was drilled at a lower elevation as such during rainy season, the civil works completely submerges in water and the gauge readings might be affected","Spatial coverage, Geology related",NA,Yes,NA,Yes,Piped into yard/plot,"Replacement of the level logger, Replace barologger , Rehabilitation of the civil  works, Welding on the existing hinges, Replace and weld the hinges, Discard monitoring well"
2/10/2022 0:00,Yes,NA,57.8,mbgl,Yes,Yes,Manual dipper,NA,Top of casing,42,cm,11,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee , Handover safeguarding responsibilities to the Water Point Committee , handover safeguarding responsibilities to other existing committees (non-WASH), Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/e51d598c5eae40fb8c00c53e25983145,NA,"Spatial coverage, Geology related , Vertical coverage (deeper aquifer)",NA,Yes,NA,Could not observe,NA,"Installation of a new logger , Provide manual dipper, Replace end cap, Identify and training gauge reader"
2/10/2022 0:00,Yes,NA,53.2,mbgl,No,No,Manual dipper,NA,Groundlevel,NA,NA,10.63,m,Yes,https://api.mwater.co/v3/images/28b835dec5e64e6d9fdd780f685ca0b3,NA,Seba,28.5,m,No,Other,Different software requirements,No,NA,NA,NA,NA,Could not determine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Measuring the water table,People/children are curious to see what is inside,NA,"Improve security features around the monitoring well, Sensitise the community on the importance of this monitoring well",NA,https://api.mwater.co/v3/images/49613b5c8012489bbfb2e73acd345789,Borehole and Civil Works intact,Other,Groundwater level monitoring,Yes,NA,Yes,Borehole or tubewell,"Replacement of the level logger, Replace barologger , Identify and training gauge reader, Provide manual dipper"
2/10/2022 0:00,Yes,NA,97.45,mbgl,No,No,Data logger,NA,Top of casing,5,cm,12.45,m,Yes,https://api.mwater.co/v3/images/e367592edc004405877623084698059c; https://api.mwater.co/v3/images/31ca4bc5e6a34b0eba803ff2b6d0c5ae,NA,Solinst,30.14,m,Yes,NA,NA,No,NA,NA,NA,NA,Could not determine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/367518ab5e22438a8cb0d3bfa62ccde1,"Only lock was available 
End cup not available",Geology related,NA,Yes,NA,Yes,Piped into public tap / stand pipe / basin,"Rehabilitation of the civil  works, Identify and training gauge reader, Provide manual dipper"
2/10/2022 0:00,Yes,NA,17.5,mbgl,No,No,Manual dipper,NA,Groundlevel,NA,NA,9.69,m,Yes,https://api.mwater.co/v3/images/b27ac919a482478aa890a43ac82d0072,NA,Solinst,30.2,m,No,No connection to computer,NA,No,NA,NA,NA,NA,Could not determine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Measuring the water table,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/b4c19a60519c4000b6c0f92fb8791085,Civil works has cracks need to be raised higher above the ground with cover well fitting. And the Well is silted,Other,Groundwater level monitoring and for transboundary water level and aquifer comparison,Yes,NA,Yes,Borehole or tubewell,"Replacement of the cover and hinges, Rehabilitation of the civil  works, Replace barologger , Replacement of the level logger, Replace end cap, Identify and training gauge reader, Redevelop the monitoring well"
2/10/2022 0:00,Yes,NA,19.19,mbgl,No,No,Data logger,NA,Top of casing,7,cm,12.92,m,No,NA,Vandalized,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Could not determine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,"People/children are curious to see what is inside , They want to remove parts of the monitoring well to sell",NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/867ed202d78445a6b7079f34a6f3793c,Only lock available,Geology related,NA,Yes,NA,Yes,Borehole or tubewell,"Redevelop the monitoring well, Replacement of the level logger, Replace end cap, Identify and training gauge reader, Provide manual dipper"
2/10/2022 0:00,Yes,NA,39.11,mbgl,No,Yes,Data logger,NA,Top of casing,28,cm,10.36,m,Yes,https://api.mwater.co/v3/images/08248049f1ce45aeb8a2175f2766967f; https://api.mwater.co/v3/images/72100bd448ea4993bfb0d05dfc1ef60f,NA,Solinst,30.09,m,No,No connection to computer,NA,Yes,https://api.mwater.co/v3/images/7c681e801d0846719279dd93430e05fb; https://api.mwater.co/v3/images/09fd4430331c4b6caa0eee5277136ad1,No,No connection to computer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Measuring the water table,People/children are curious to see what is inside,NA,"Improve security features around the monitoring well, Organize a dedicated committee",NA,https://api.mwater.co/v3/images/64e36f8c375544c0beba9963dd91a451,NA,Geology related,NA,Yes,NA,Yes,Piped into public tap / stand pipe / basin,"Rehabilitation of the civil  works, Provide manual dipper, Replace barologger , Replacement of the level logger"
2/10/2022 0:00,Yes,NA,78.89,mbgl,No,Yes,Manual dipper,NA,Top of casing,14,cm,15.24,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee , Handover safeguarding responsibilities to the Water Point Committee , handover safeguarding responsibilities to other existing committees (non-WASH), Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/b663f03db1204564a1f536288411ff83,"There are 2 nearby boreholes that are being used by the community. However the community have complained of salty water. They allege that the exploratory well was producing water of better quality. Need for further verification
","Geology related , Spatial coverage, Vertical coverage (deeper aquifer)",NA,Yes,NA,Yes,Borehole or tubewell,"Installation of a new logger , Identify and training gauge reader, Provide manual dipper"
2/10/2022 0:00,Yes,NA,49.56,mbgl,No,No,Data logger,NA,Top of casing,30,cm,13.75,m,Yes,https://api.mwater.co/v3/images/afc0664f3331498bb1cd2ee4298c8caf; https://api.mwater.co/v3/images/0067d22fd8e844f797cb0de3c334d810,NA,Seba,24.94,m,No,Other,We did not have the required software and grabber,Yes,https://api.mwater.co/v3/images/10544c6cf0c1458e966141349bd2a331; https://api.mwater.co/v3/images/837d388f97064b19a06aa846352ce573,No,Other,We did not have the required software and grabber,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Measuring the water table,"People/children are curious to see what is inside , They want to remove parts of the monitoring well to sell",NA,"Improve security features around the monitoring well, Organize a dedicated committee",NA,https://api.mwater.co/v3/images/1960bd0dd4604ec09b27a529f8472fe4,Only lock was available,Geology related,NA,Yes,NA,Yes,Borehole or tubewell,"Provide manual dipper, Identify and training gauge reader"
2/10/2022 0:00,Yes,NA,46.4,mbgl,No,Yes,Manual dipper,NA,Groundlevel,NA,NA,3.5,m,Yes,https://api.mwater.co/v3/images/919c3a5cbd6745ff88c695f08a332454,NA,Solinst,28.7,m,No,No connection to computer,NA,No,NA,NA,NA,NA,Could not determine,NA,NA,NA,Yes,Poor condition,"Sound indicator not functional, Light indicator not functional",NA,NA,No,NA,Yes,Measuring the water table,"People/children are curious to see what is inside , Other",Not much risk at the pumping station,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/34dcba3e0982425585e0aaa1bfb67c41,Borehole and Civil Works in good shape.. However the lock ports were damaged when trying to open it. Need to weld it back,Other,Ground water level and abstraction monitoring,Yes,NA,Yes,Piped into yard/plot,"Replacement of the level logger, Replace barologger , Provide manual dipper, Welding on the existing hinges"
2/10/2022 0:00,Yes,NA,43.77,mbgl,No,Yes,Manual dipper,NA,Top of casing,12,cm,8.31,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee , Handover safeguarding responsibilities to the Water Point Committee , handover safeguarding responsibilities to other existing committees (non-WASH), Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/d67cbea588af4ef58dece8cae1b31b99,"The borehole was drilled up to 80m but the observed depth was 43.77m, there could be a possibility of borehole siltation","Geology related , Spatial coverage, Vertical coverage (deeper aquifer)",NA,Yes,NA,Yes,Borehole or tubewell,"Redevelop the monitoring well, Installation of a new logger , Identify and training gauge reader, Provide manual dipper"
2/10/2022 0:00,Yes,NA,60.63,mbgl,No,No,Data logger,NA,Top of casing,26,cm,10.8,m,Yes,https://api.mwater.co/v3/images/f4b2f1417a2f4fd683f5ffce5bf44497; https://api.mwater.co/v3/images/f20159d1229e4d6189d935998a0dccab,NA,Seba,18.71,m,No,Other,We did not have the required software and grabber,No,NA,NA,NA,NA,Could not determine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,I don't remember,NA,People/children are curious to see what is inside,NA,"Organize a dedicated committee , Improve security features around the monitoring well, Sensitise the community on the importance of this monitoring well",NA,https://api.mwater.co/v3/images/021935eeb67d46a0afd2e71698c24ce1,Keys not available,Geology related,NA,Yes,NA,Yes,Borehole or tubewell,"Rehabilitation of the civil  works, Identify and training gauge reader, Provide manual dipper"
2/10/2022 0:00,No,The borehole was filled with sand/rock,NA,NA,NA,No,Manual dipper,NA,Groundlevel,NA,NA,NA,NA,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Measuring the water table,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/7fdcb64189ed4c7ea1185e39136d636e,Lock was vandalised and its filled with rocks,Other,Exploratory well.. Water level monitoring,Yes,NA,Yes,Borehole or tubewell,"Discard monitoring well, Identify and training gauge reader, Replace the well , Provide manual dipper"
2/10/2022 0:00,No,"The borehole was filled with sand/rock, Other",NA,NA,NA,No,Data logger,NA,Top of casing,27,cm,NA,NA,No,NA,Stolen by the community,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,"People/children are curious to see what is inside , People want to access water when their primary source is broken down",NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee , Handover safeguarding responsibilities to the Water Point Committee , handover safeguarding responsibilities to other existing committees (non-WASH), Report to the chief , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/041caad9989548119e61ee7a48667b0e,NA,"Spatial coverage, Geology related",NA,Yes,NA,Could not observe,NA,"Installation of a new logger , Identify and training gauge reader, Replace end cap, Redevelop the monitoring well, Provide manual dipper, Replace the well"
2/11/2022 0:00,Yes,NA,48,mbgl,No,No,Manual dipper,NA,Groundlevel,NA,NA,10.18,m,Yes,https://api.mwater.co/v3/images/81f96c7fb1aa42eea23ae86c2ca8d46e,NA,Solinst,23.6,m,No,No connection to computer,NA,Could not determine,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Good condition,NA,NA,https://api.mwater.co/v3/images/8d77e464642b4b0794b648660971ca82; https://api.mwater.co/v3/images/793532b10c0d4e4e87804355f1c86ae7,No,NA,Yes,Measuring the water table,Other,Good sensitization was done,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well, handover safeguarding responsibilities to other existing committees (non-WASH)",NA,https://api.mwater.co/v3/images/fdabab90510f489f9e38e1fbdd41b37b,Borehole in good condition. But civil. Works. Requires raising up a bit.,Other,Ground water level monitoring,Yes,NA,Yes,NA,"Replacement of the level logger, Replace barologger , Replace end cap, Identify and training gauge reader, Provide manual dipper"
2/11/2022 0:00,Yes,NA,63.5,mbgl,Yes,Yes,Manual dipper,NA,Groundlevel,NA,NA,10,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Could not determine,NA,NA,NA,Yes,Good condition,NA,NA,https://api.mwater.co/v3/images/5157aaedca5b404690229e31fa165959,No,NA,Yes,Measuring the water table,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/ca845243389a47d495fbd49adf51482a,Needs bar logger and level logger replacement,NA,NA,Yes,NA,Yes,NA,"Replacement of the level logger, Replace barologger , Identify and training gauge reader, Replace end cap"
2/11/2022 0:00,Yes,NA,81.77,mbgl,Yes,No,Data logger,NA,Top of casing,14,cm,11.85,m,Yes,https://api.mwater.co/v3/images/c52db84270ff452b8f0786253b8f2d59; https://api.mwater.co/v3/images/b6622d28cbb34490916eb11aebd3ea5a,NA,Solinst,30,m,Yes,NA,NA,Yes,https://api.mwater.co/v3/images/1f0a1afd07334e3e9f7d8f179e75cbad; https://api.mwater.co/v3/images/ec628c0b6eb746a7abb009db1e957df2,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/087dcb95da764c4ead62a2334b4a94ee,Keys could not open the lock,Geology related,NA,Yes,NA,Yes,Borehole or tubewell,"Welding on the existing hinges, Identify and training gauge reader, Provide manual dipper"
2/11/2022 0:00,Yes,NA,46.25,mbgl,No,Yes,Manual dipper,NA,Groundlevel,NA,NA,13.93,m,Yes,https://api.mwater.co/v3/images/6805f2c8e38d4a59a0c1797837e08663,NA,Solinst,38.6,m,No,No connection to computer,NA,No,NA,NA,NA,NA,Could not determine,NA,NA,NA,Yes,Poor condition,"Battery not functioning		, Sound indicator not functional",NA,NA,No,NA,Yes,Measuring the water table,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/06db2acb69be4c8da04f5a500c402de8,NA,Other,General water level monitoring,Yes,NA,Yes,Borehole or tubewell,"Replace barologger , Replacement of the level logger, Replace end cap, Provide manual dipper, Replacement of the cover and hinges"
2/11/2022 0:00,Yes,NA,14,mbgl,No,No,Manual dipper,NA,Groundlevel,NA,NA,0,m,No,NA,Vandalized,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Could not determine,NA,NA,NA,Yes,Poor condition,"Battery not functioning		, Sound indicator not functional",NA,NA,No,NA,No,NA,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/98fe034a4a7246588636d96e41f13e48,Borehole needs replacement,Other,General. Water level monitoring,Yes,NA,Yes,NA,"Replace the well , Discard monitoring well"
2/11/2022 0:00,Yes,NA,48.87,mbgl,No,No,Manual dipper,NA,Groundlevel,NA,NA,18.5,m,Yes,https://api.mwater.co/v3/images/4674ae1b61394038a26b9d47eb6b4504,NA,Solinst,32.4,m,No,No connection to computer,NA,Yes,https://api.mwater.co/v3/images/32ec4cf39edf4dffa8d2f5e2bd84dd59,No,No connection to computer,NA,NA,NA,NA,NA,Yes,Poor condition,"Sound indicator not functional, Battery not functioning		, Light indicator not functional",NA,NA,No,NA,Yes,Measuring the water table,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/e4e853ab03cc44d39add482be1d4a824,Borehole and Civil. Works intact. Bar logger should be stationed at office,Other,General monitoring of the well,Yes,NA,Yes,Borehole or tubewell,"Replacement of the cover and hinges, Replacement of the level logger, Replace barologger , Identify and training gauge reader, Provide manual dipper"
2/11/2022 0:00,Yes,NA,100,mbgl,Yes,Yes,Manual dipper,NA,Groundlevel,NA,NA,4.95,m,Yes,https://api.mwater.co/v3/images/014f36dd19f940c6a03ed24932088953,NA,Solinst,100,m,Yes,NA,NA,No,NA,NA,NA,NA,Yes,At Kaombe dam,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Measuring the water table,People/children are curious to see what is inside,NA,"Sensitise the community on the importance of this monitoring well , handover safeguarding responsibilities to other existing committees (non-WASH), Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/f49693ca44bc44b49eee2e5c089716b2,Civil works need to be redone to be raised above the ground,Other,General monitoring of the well,Yes,NA,Yes,Piped into dwelling,"Replace end cap, Replace barologger , Replacement of the level logger, Replacement of the cover and hinges, Rehabilitation of the civil  works, Identify and training gauge reader, Provide manual dipper"
2/11/2022 0:00,Yes,NA,46.2,mbgl,No,Yes,Manual dipper,NA,Groundlevel,NA,NA,15.9,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Other,It's in a secure place-water office,"Sensitise the community on the importance of this monitoring well , Other",Train the gauge reader,https://api.mwater.co/v3/images/8baec5c4e9714ad9b13724f009805f0a,The civil work cover is rusty,Vertical coverage (deeper aquifer),NA,Yes,NA,Yes,Piped into yard/plot,"Redevelop the monitoring well, Installation of a new logger , Identify and training gauge reader, Replace and weld the hinges"
2/11/2022 0:00,Yes,NA,57,mbgl,No,Yes,Manual dipper,NA,Groundlevel,NA,NA,15.84,m,Yes,https://api.mwater.co/v3/images/72a2889ff8a54948a395360af21d6364; https://api.mwater.co/v3/images/4b7abeb2a67149eca71af00f387ea5f3,NA,Solinst,27.24,m,No,No connection to computer,NA,No,NA,NA,NA,NA,Yes,Ngabu water office,NA,NA,Yes,Poor condition,Battery not functioning,NA,https://api.mwater.co/v3/images/fb0b6c1171674e5e84382b13df47c7e4,No,NA,No,NA,Other,It's located inside the water office area,Sensitise the community on the importance of this monitoring well,NA,https://api.mwater.co/v3/images/2287879050974b48856b3945fa73819b,The hinges on the cover are brocken,"Geology related , Spatial coverage",NA,Yes,NA,Yes,Piped into dwelling,"Welding on the existing hinges, Replacement of the level logger, Redevelop the monitoring well, Identify and training gauge reader, Provide manual dipper, Discard monitoring well"
2/11/2022 0:00,Yes,NA,88.2,mbgl,No,No,Data logger,NA,Top of casing,13,cm,7.66,m,Yes,https://api.mwater.co/v3/images/938ee0da897f462daf91726b334d24ab; https://api.mwater.co/v3/images/65f8d1102c4d401bbaa64771e18d508b,NA,Solinst,30.3,m,Yes,NA,NA,Yes,https://api.mwater.co/v3/images/7aee2fb99a1441b58f55145eca034826; https://api.mwater.co/v3/images/fe6695ffd07540f9bfcee0024f2dee1b,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Measuring the water table,People/children are curious to see what is inside,NA,"Improve security features around the monitoring well, Organize a dedicated committee",NA,https://api.mwater.co/v3/images/a3b917d43a544961ac947ba78aa63016,End cup not available,Geology related,NA,Yes,NA,Yes,Piped into public tap / stand pipe / basin,"Identify and training gauge reader, Provide manual dipper, Rehabilitation of the civil  works"
2/11/2022 0:00,No,The borehole was filled with sand/rock,NA,NA,NA,No,Other,Not measured,Groundlevel,NA,NA,NA,NA,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,"People/children are curious to see what is inside , People want to access water when their primary source is broken down",NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee , Handover safeguarding responsibilities to the Water Point Committee , handover safeguarding responsibilities to other existing committees (non-WASH), Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/c805d761f9754b3f8cfd6d3842520a09,NA,Vertical coverage (deeper aquifer),NA,Yes,NA,Yes,Borehole or tubewell,Replace the well
2/11/2022 0:00,Yes,NA,100,mbgl,Yes,Yes,Manual dipper,NA,Top of casing,15,cm,10.1,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,Other,Borehole is in a well secured place,Sensitise the community on the importance of this monitoring well,NA,https://api.mwater.co/v3/images/39221ace626148f0adbf685432d26990,NA,"Geology related , Spatial coverage",NA,Yes,NA,Yes,Other,"Welding on the existing hinges, Replacement of the cover and hinges, Installation of a new logger , Redevelop the monitoring well, Identify and training gauge reader, Provide manual dipper"
2/11/2022 0:00,Yes,NA,30.28,mbgl,Yes,No,Manual dipper,NA,Groundlevel,NA,NA,5.32,m,Yes,https://api.mwater.co/v3/images/7f5718bb899f45b8b108a978482929bd,NA,Solinst,18.24,m,Yes,NA,NA,No,NA,NA,NA,NA,Could not determine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Measuring the water table,"People/children are curious to see what is inside , Other",Minimal risk at water office,"Sensitise the community on the importance of this monitoring well , Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/d80b3fc0b4f944d28d0011ed1606969c,NA,Other,General Groundwater Monitoring,Yes,NA,Yes,Piped into dwelling,"Replacement of the level logger, Replace barologger , Identify and training gauge reader, Provide manual dipper, Redevelop the monitoring well"
2/11/2022 0:00,Yes,NA,79,mbgl,Yes,No,Manual dipper,NA,Groundlevel,NA,NA,5.53,m,Yes,https://api.mwater.co/v3/images/1515aedfa45848808bd5a3f6b1611b9d,NA,Solinst,30,m,No,No connection to computer,NA,No,NA,NA,NA,NA,Could not determine,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Measuring the water table,People/children are curious to see what is inside,NA,"Report to the chief , Improve security features around the monitoring well, Sensitise the community on the importance of this monitoring well",NA,https://api.mwater.co/v3/images/80a0e7ff48524194a3fa9aba6836a70c,Civil works need rehabilitation with raising the slab more above the ground.,Other,General water level monitoring,Yes,NA,Yes,Piped into public tap / stand pipe / basin,"Replacement of the level logger, Replace barologger , Replacement of the cover and hinges, Rehabilitation of the civil  works, Replace end cap, Identify and training gauge reader, Provide manual dipper"
2/11/2022 0:00,Yes,NA,41.11,mbgl,No,Yes,Manual dipper,NA,Top of casing,20,cm,12.6,m,Yes,https://api.mwater.co/v3/images/8425b9dbd544471eaeed9edb3a7a8d9f,NA,Solinst,28.17,m,No,No connection to computer,NA,Yes,https://api.mwater.co/v3/images/1bdfb6c72a9e42548319a19df0da082f; https://api.mwater.co/v3/images/d028b88477e349b49db2dd33e88d7c3f,No,No connection to computer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,"People/children are curious to see what is inside , People want to access water when their primary source is broken down, They want to remove parts of the monitoring well to sell",NA,"Sensitise the community on the importance of this monitoring well , Handover safeguarding responsibilities to the Water Point Committee , Organize a dedicated committee , handover safeguarding responsibilities to other existing committees (non-WASH), Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/493c85643f474001b7fcdfac3c00cbb4,NA,Spatial coverage,NA,Yes,NA,Yes,Borehole or tubewell,Discard as monitoring well and donate to the community
2/11/2022 0:00,Yes,NA,92.7,mbgl,No,Yes,Manual dipper,NA,Top of casing,13,cm,12.73,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,"People want to access water when their primary source is broken down, They want to remove parts of the monitoring well to sell",NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee , Handover safeguarding responsibilities to the Water Point Committee , handover safeguarding responsibilities to other existing committees (non-WASH), Report to the chief",NA,https://api.mwater.co/v3/images/9bf65332b3ed4338aa5ba56367fc4aac,Vandalism and thefty are challenges from the surrounding community,"Geology related , Spatial coverage",NA,Yes,NA,Yes,Piped into yard/plot,"Rehabilitation of the civil  works, Identify and training gauge reader, Other, Replacement of the cover and hinges, Installation of a new logger"
2/11/2022 0:00,Yes,NA,100,mbgl,Yes,No,Data logger,NA,Top of casing,15,cm,18.94,m,Yes,https://api.mwater.co/v3/images/6261228950bf43f7b97aacb37664c74e; https://api.mwater.co/v3/images/4b9dd5202a3a41ff952fd2d1c4f388c0,NA,Solinst,30.05,m,Yes,NA,NA,Yes,https://api.mwater.co/v3/images/41cbab2d1e074a84b6010b6d461cd503; https://api.mwater.co/v3/images/ca33b0f34d4f45ad8e268dd374a45c1e,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Measuring the water table,"People/children are curious to see what is inside , They want to remove parts of the monitoring well to sell",NA,"Improve security features around the monitoring well, Sensitise the community on the importance of this monitoring well",NA,https://api.mwater.co/v3/images/23783b25609d4f1eb87aa0f0fc4f0a03,NA,Geology related,NA,Yes,NA,Yes,Piped into public tap / stand pipe / basin,"Rehabilitation of the civil  works, Provide manual dipper, Welding on the existing hinges"
2/11/2022 0:00,Yes,NA,72.4,mbgl,NA,Yes,Manual dipper,NA,Top of casing,10,cm,35.16,m,No,NA,Never installed,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,"People/children are curious to see what is inside , They want to remove parts of the monitoring well to sell",NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee , Handover safeguarding responsibilities to the Water Point Committee , handover safeguarding responsibilities to other existing committees (non-WASH), Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/8779ea40ca8644f78f93341ae607bbd8,NA,"Spatial coverage, Vertical coverage (deeper aquifer)",NA,Yes,NA,Yes,Piped into yard/plot,"Rehabilitation of the civil  works, Replacement of the cover and hinges, Installation of a new logger , Identify and training gauge reader"
2/11/2022 0:00,Yes,NA,79,mbgl,Yes,Yes,Manual dipper,NA,Groundlevel,NA,NA,35.2,m,Yes,https://api.mwater.co/v3/images/dacdd1b9f60a4f4e921659e657560039; https://api.mwater.co/v3/images/ebaba3ce86234cb0868d9f6cde601c67,NA,Solinst,36.2,m,No,No connection to computer,NA,No,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,"People/children are curious to see what is inside , They want to remove parts of the monitoring well to sell",NA,"Sensitise the community on the importance of this monitoring well , Organize a dedicated committee , Handover safeguarding responsibilities to the Water Point Committee , handover safeguarding responsibilities to other existing committees (non-WASH), Improve security features around the monitoring well",NA,https://api.mwater.co/v3/images/ee09c19710cd482d86ebbb230c0110ae,NA,"Vertical coverage (deeper aquifer), Spatial coverage, Geology related",NA,Yes,NA,Yes,Piped into yard/plot,"Replacement of the cover and hinges, Replace barologger , Replacement of the level logger, Discard as monitoring well and donate to the community"
